time,Temperature,Pressure,pH,Flow,Yield,Quality
2026-06-14 08:00:00,24.124551564631577,1.2763733558293122,7.121822342282832,45.25308240677559,96.77399104831056,98.78855296496258
2026-06-14 08:05:00,24.17050212743508,1.256453032463312,7.106283928054045,44.40994617799318,96.93144572124366,97.90561032975393
2026-06-14 08:10:00,23.84181579740767,1.2602079902213157,7.106120097878968,44.297833276524706,95.78839196594873,97.69856169231032
2026-06-14 08:15:00,24.11030023505264,1.25649724842225,7.126682029610406,44.06354127694995,95.46832714903269,98.59900652760734
2026-06-14 08:20:00,24.27071858830641,1.2582037885633766,7.147550199150943,46.375897561181695,95.74188282823648,98.34869197052069
2026-06-14 08:25:00,24.009851360101138,1.2269239563634387,7.105475557181367,46.14709954792947,95.66387167722615,97.46926789354465
2026-06-14 08:30:00,24.294889903987393,1.1940373803851325,7.100516779977755,45.088634555318784,95.67648817470904,97.67884289585368
2026-06-14 08:35:00,24.252726251112364,1.262517007775291,7.087125071640743,44.937202094572996,96.04544942747339,98.3798790155258
2026-06-14 08:40:00,23.9455391931091,1.210234134535622,7.138680533558148,43.64711539705388,95.55204956964273,98.26387387332525
2026-06-14 08:45:00,24.147031793650925,1.2446587485597012,7.161714367686069,45.81666540977881,95.65238766626942,98.16630686438214
2026-06-14 08:50:00,24.12925561733337,1.2325109918178603,7.142455499169069,44.90820611441514,96.31727497287899,98.09093528075356
2026-06-14 08:55:00,24.302181510327728,1.2833227284618824,7.141542674282573,45.76559486000266,94.08488491050838,97.87960704678599
2026-06-14 09:00:00,24.070526769172638,1.232930176837259,7.105256634420061,45.07791452457773,96.33042249933341,98.09430856308897
2026-06-14 09:05:00,23.599941487980626,1.2369846171099843,7.128844614326209,44.945640776281955,95.27187832290939,97.67438912546656
2026-06-14 09:10:00,24.089122182622845,1.2373285555088178,7.1290571695480836,44.52235235246625,96.51569882959629,98.70071197628192
2026-06-14 09:15:00,24.15311062115113,1.3030241999404149,7.144659305977279,45.54855558473595,95.51873425105777,97.99431311585
2026-06-14 09:20:00,24.03927361790747,1.2763534681932116,7.124186951194197,44.494610247030145,95.97769163897762,97.79536212639448
2026-06-14 09:25:00,24.124884997828854,1.2484932824976194,7.035262155391519,43.8667122807314,95.44258602079603,98.14699479275583
2026-06-14 09:30:00,23.75279895615215,1.269226424288956,7.086728189681665,45.82906225289122,95.62904248941236,98.37580977333049
2026-06-14 09:35:00,24.296160645829165,1.277413192764882,7.1060565254213035,44.905379268618475,96.3328110779114,98.53040483252606
2026-06-14 09:40:00,24.042812376557958,1.3100175522448343,7.082324503426371,44.5814312533669,96.07267292537001,98.59376420838765
2026-06-14 09:45:00,23.745209963913574,1.2245494112675506,7.150453079850869,45.0488375167932,96.91081377474485,97.75830470309305
2026-06-14 09:50:00,23.88151324650603,1.2413311203879376,7.089610359341006,45.38938987339145,95.73112768468152,98.32552100609271
2026-06-14 09:55:00,23.990449896721508,1.2396734706316566,7.113124095246948,45.96776116741646,95.15208634464646,98.26045432019359
2026-06-14 10:00:00,24.123628888403317,1.2377145338400608,7.166706185979143,45.138332733637675,96.05453863675555,97.704709137551
2026-06-14 10:05:00,23.87053163124818,1.2706961969867632,7.113416357121095,44.79457312302457,96.19266808601493,98.42840494549206
2026-06-14 10:10:00,24.430866263964024,1.2795523841220173,7.032943911198006,45.026185508918516,95.8913924586821,97.9721198601035
2026-06-14 10:15:00,23.89781056001018,1.293637054138009,7.099874604941388,46.222914141036675,96.0474683114484,97.24807890330082
2026-06-14 10:20:00,23.897256953377084,1.253101205716741,7.098770350500717,45.53039702777264,95.3020230863425,98.00563847070427
2026-06-14 10:25:00,23.80646753829088,1.3045349179860641,7.09200123191926,43.99989457567088,96.06173773967303,97.92510795019696
2026-06-14 10:30:00,23.986525483205973,1.2766118617903393,7.106320736958809,44.774609908948165,96.1553293769014,97.28201947784044
2026-06-14 10:35:00,24.292170485467217,1.2408078082564322,7.110311160830293,45.28653713450672,95.87792935886543,98.1841161332524
2026-06-14 10:40:00,23.874441176915884,1.2754397933574653,7.0434922412224825,43.29103017466234,96.05051822389173,97.81288373800724
2026-06-14 10:45:00,23.937029777269498,1.2779767757294374,7.1131627072623,45.856789785091614,95.47771996297088,97.71544649955428
2026-06-14 10:50:00,24.104056372321473,1.2433868947371731,7.107818142872666,44.01788737692265,96.19595162243294,98.06552950682386
2026-06-14 10:55:00,23.681098113106515,1.2163496456916147,7.058476478197387,43.46464386980147,95.64620185944378,98.47139639738253
2026-06-14 11:00:00,24.14845029353024,1.2662414635953751,7.13724346390592,45.516921443354505,95.85545725506665,98.13115742443905
2026-06-14 11:05:00,24.12765438863494,1.285012815911447,7.15616566734401,44.8763536754133,95.96240523049265,98.29725912516447
2026-06-14 11:10:00,24.208989107877105,1.2115176570128818,7.0784324087937165,44.644172466619615,95.3536283680639,97.93139848743016
2026-06-14 11:15:00,24.21057187913663,1.2645253916074133,7.099905694855339,44.149399760442016,95.75289481687908,97.75216408227269
2026-06-14 11:20:00,24.178463808603734,1.254127823550503,7.070908304148602,45.61545048116838,95.28081703498046,98.37228168269655
2026-06-14 11:25:00,24.046743126941717,1.2690243166999524,7.092748632472034,45.647154216075265,96.97234942358818,97.80297912787417
2026-06-14 11:30:00,23.83013463974321,1.196140660912066,7.113546457171426,46.36775719242283,95.73998948606804,98.34104057340166
2026-06-14 11:35:00,24.034974258097535,1.2289401083843037,7.128475379658246,47.15656029719983,95.56755222294237,98.55145940363361
2026-06-14 11:40:00,23.741919268279705,1.2683390282245242,7.134646215369306,44.83218822215114,95.29335121614564,97.64923620884183
2026-06-14 11:45:00,23.95239169462236,1.223764970128391,7.160128810976178,44.82892065173093,95.45026993059955,98.56131364087896
2026-06-14 11:50:00,23.90253541759846,1.2393713248447735,7.107087609177302,44.788250335049405,96.19962390136827,98.35954621569496
2026-06-14 11:55:00,24.010637986631064,1.2756494156736153,7.0796051663599,44.98266001232171,95.77801460289965,97.66862462055188
2026-06-14 12:00:00,24.049590459013817,1.2634035751314519,7.041521567284452,45.18969046300031,95.35662543573615,97.85817809434309
2026-06-14 12:05:00,23.845324067694815,1.2325095418947671,7.106803441203154,44.307834720924404,96.80213602280905,97.73440015464467
2026-06-14 12:10:00,23.947342879464927,1.2537811995903034,7.1337081625510805,44.71191161232463,96.17415003055275,97.48410039280947
2026-06-14 12:15:00,23.924108509192187,1.2693544835988113,7.10665941481188,45.192303588604986,95.41385433484784,97.9615217399746
2026-06-14 12:20:00,23.538899386318953,1.2303138743801514,7.073932018518221,45.42303416092066,95.87948763032007,98.30366631272803
2026-06-14 12:25:00,23.824217795863287,1.2556691752889972,7.150798151602451,45.07734851190039,95.68120475335417,98.64597767675615
2026-06-14 12:30:00,23.47495842825762,1.289095654171799,7.143856898952497,44.46192769682871,95.20458864568938,98.4910982617674
2026-06-14 12:35:00,24.03360751494084,1.2190397576774066,7.1063968569310365,44.911649192985614,96.2590817688787,98.10271989076469
2026-06-14 12:40:00,23.682646400096296,1.2606364846225095,7.119593209021369,45.10926696790476,95.55842223621909,98.2195175667353
2026-06-14 12:45:00,23.74654359823143,1.2359703112084437,7.095996887775178,44.578280633177386,95.84268186627142,98.67243650698765
2026-06-14 12:50:00,23.939699239887908,1.2710680612565142,7.06747124454807,44.3567280177602,95.30494866668884,97.76154946689563
2026-06-14 12:55:00,23.977219321834983,1.2641912962267365,7.096593528957487,43.44052114696246,96.26415351351176,97.28022941913653
2026-06-14 13:00:00,25.502159502622906,1.2385847434120767,7.075480823374544,45.30713293762882,96.06573511789229,98.0155942130206
2026-06-14 13:05:00,25.393930027444124,1.284214700942237,7.118442628617149,45.08183050266215,96.48213208124692,97.15072732297072
2026-06-14 13:10:00,26.338631764673565,1.215787416039325,7.050998103056051,45.23002760288141,95.91792506632319,97.62527428270238
2026-06-14 13:15:00,26.616965577617172,1.2832790100827083,7.127200401063742,42.84481195137224,95.52230529064578,97.28205147804572
2026-06-14 13:20:00,26.680049287883747,1.218216893445419,7.088492443645663,44.855943915271254,95.35336090717536,96.89546914411919
2026-06-14 13:25:00,27.232886795314304,1.2215148355733714,7.115098120415907,44.58379829677365,96.07482576387129,96.44848240150415
2026-06-14 13:30:00,27.66183750939036,1.2175820042881145,7.101558708379766,44.1315858184216,95.91257374499712,96.45456704043438
2026-06-14 13:35:00,27.91966384892695,1.2553966207875962,7.141230100691152,44.54243534133636,95.76628555603892,95.52734876443688
2026-06-14 13:40:00,27.989442448963796,1.2289899254485883,7.048372050025528,44.59674758970359,96.08133137643486,95.4094577047076
2026-06-14 13:45:00,28.451565169512214,1.2344961872892166,7.125892338092277,44.45515012802298,96.10126134316594,95.50546235987112
2026-06-14 13:50:00,28.966005421768298,1.2464071702076662,7.109351149759489,44.890698937164956,95.67437277840295,95.67465767522819
2026-06-14 13:55:00,29.429396020786275,1.2464798608616814,7.095665660922933,44.516834315624386,96.0048654374472,94.943733411739
